Jahr;ICD10_Code;Diagnose_Bezeichnung;maennlich_unter_1_Jahr;maennlich_1_bis_unter_5_Jahre;maennlich_5_bis_unter_10_Jahre;maennlich_10_bis_unter_15_Jahre;maennlich_15_bis_unter_18_Jahre;maennlich_18_bis_unter_20_Jahre;maennlich_20_bis_unter_25_Jahre;maennlich_25_bis_unter_30_Jahre;maennlich_30_bis_unter_35_Jahre;maennlich_35_bis_unter_40_Jahre;maennlich_40_bis_unter_45_Jahre;maennlich_45_bis_unter_50_Jahre;maennlich_50_bis_unter_55_Jahre;maennlich_55_bis_unter_60_Jahre;maennlich_60_bis_unter_65_Jahre;maennlich_65_bis_unter_70_Jahre;maennlich_70_bis_unter_75_Jahre;maennlich_75_bis_unter_80_Jahre;maennlich_80_bis_unter_85_Jahre;maennlich_85_bis_unter_90_Jahre;maennlich_90_bis_unter_95_Jahre;maennlich_95_Jahre_und_mehr;maennlich_insgesamt;weiblich_unter_1_Jahr;weiblich_1_bis_unter_5_Jahre;weiblich_5_bis_unter_10_Jahre;weiblich_10_bis_unter_15_Jahre;weiblich_15_bis_unter_18_Jahre;weiblich_18_bis_unter_20_Jahre;weiblich_20_bis_unter_25_Jahre;weiblich_25_bis_unter_30_Jahre;weiblich_30_bis_unter_35_Jahre;weiblich_35_bis_unter_40_Jahre;weiblich_40_bis_unter_45_Jahre;weiblich_45_bis_unter_50_Jahre;weiblich_50_bis_unter_55_Jahre;weiblich_55_bis_unter_60_Jahre;weiblich_60_bis_unter_65_Jahre;weiblich_65_bis_unter_70_Jahre;weiblich_70_bis_unter_75_Jahre;weiblich_75_bis_unter_80_Jahre;weiblich_80_bis_unter_85_Jahre;weiblich_85_bis_unter_90_Jahre;weiblich_90_bis_unter_95_Jahre;weiblich_95_Jahre_und_mehr;weiblich_insgesamt;insgesamt_unter_1_Jahr;insgesamt_1_bis_unter_5_Jahre;insgesamt_5_bis_unter_10_Jahre;insgesamt_10_bis_unter_15_Jahre;insgesamt_15_bis_unter_18_Jahre;insgesamt_18_bis_unter_20_Jahre;insgesamt_20_bis_unter_25_Jahre;insgesamt_25_bis_unter_30_Jahre;insgesamt_30_bis_unter_35_Jahre;insgesamt_35_bis_unter_40_Jahre;insgesamt_40_bis_unter_45_Jahre;insgesamt_45_bis_unter_50_Jahre;insgesamt_50_bis_unter_55_Jahre;insgesamt_55_bis_unter_60_Jahre;insgesamt_60_bis_unter_65_Jahre;insgesamt_65_bis_unter_70_Jahre;insgesamt_70_bis_unter_75_Jahre;insgesamt_75_bis_unter_80_Jahre;insgesamt_80_bis_unter_85_Jahre;insgesamt_85_bis_unter_90_Jahre;insgesamt_90_bis_unter_95_Jahre;insgesamt_95_Jahre_und_mehr;insgesamt_insgesamt
2024;ICD10-F03;    Nicht näher bezeichnete Demenz;0;0;0;0;0;1;0;0;0;0;5;7;22;110;200;358;611;832;1263;1157;427;85;5078;0;0;0;0;1;0;0;0;0;2;6;9;38;83;157;313;512;908;1649;1473;606;166;5923;0;0;0;0;1;1;0;0;0;2;11;16;60;193;357;671;1123;1740;2912;2630;1033;251;11001
2024;ICD10-F04;    Organisches amnestisch.Synd.,n.d. Alkoh.o.a.Subst.;0;0;0;0;0;0;0;0;1;3;4;0;2;3;7;6;7;6;0;3;1;0;43;0;0;0;0;0;0;0;1;0;1;0;8;4;3;5;9;1;2;2;2;1;0;39;0;0;0;0;0;0;0;1;1;4;4;8;6;6;12;15;8;8;2;5;2;0;82
2024;ICD10-F05;    Delir, nicht d.Alkohol o.a. psychotrope Substanzen;0;0;0;2;1;6;39;34;44;60;67;73;163;396;715;1161;1997;2803;4778;4593;1601;302;18835;0;1;1;3;3;3;11;18;20;47;37;48;111;207;444;834;1513;2589;5293;5627;2587;740;20137;0;1;1;5;4;9;50;52;64;107;104;121;274;603;1159;1995;3510;5392;10071;10220;4188;1042;38972
2024;ICD10-F06;    And. psychische Störungen aufgr. einer Schädigung;0;1;2;9;6;37;145;229;199;233;286;309;469;792;1032;945;1028;858;927;570;161;33;8271;0;0;0;5;13;39;106;138;146;220;246;277;423;643;753;743;1011;952;1471;1267;460;93;9006;0;1;2;14;19;76;251;367;345;453;532;586;892;1435;1785;1688;2039;1810;2398;1837;621;126;17277
2024;ICD10-F07;    Persönl.- u.Verhaltensstörung aufgr.Gehirnschäd.;0;4;12;26;24;32;112;134;109;135;161;172;217;359;361;306;285;251;295;240;68;10;3313;0;2;16;32;27;22;68;52;57;70;75;60;111;138;148;124;156;194;315;258;115;34;2074;0;6;28;58;51;54;180;186;166;205;236;232;328;497;509;430;441;445;610;498;183;44;5387
2024;ICD10-F09;    N.n.bez. organische o.symptomat.psychische Störung;0;0;0;0;0;1;2;2;4;1;4;4;2;7;2;3;2;2;5;1;1;1;44;0;0;0;0;2;0;3;0;0;3;2;5;2;2;6;5;0;4;4;5;3;1;47;0;0;0;0;2;1;5;2;4;4;6;9;4;9;8;8;2;6;9;6;4;2;91
2024;ICD10-F10-F19;  Psych. u. Verhaltensstörungen d.psychotrope Subst.;14;12;15;826;5586;5468;17197;19287;22639;31166;33214;27325;23971;23974;18456;9354;4279;1585;811;301;59;11;245550;6;9;5;1627;4633;3105;6309;5552;6378;9415;10789;8661;8020;8962;7040;3887;2189;1125;718;319;74;11;88834;20;21;20;2453;10219;8573;23506;24839;29017;40581;44003;35986;31991;32936;25496;13241;6468;2710;1529;620;133;22;334384
2024;ICD10-F10;    Psychische und Verhaltensstörungen durch Alkohol;5;3;2;481;2938;1793;5494;8211;12398;19630;23158;20635;19837;21271;17083;8727;4007;1428;698;235;36;7;168077;2;0;0;986;2489;1241;2433;2515;3561;6217;8050;6819;6699;7796;6242;3417;1804;871;463;142;26;3;61776;7;3;2;1467;5427;3034;7927;10726;15959;25847;31208;27454;26536;29067;23325;12144;5811;2299;1161;377;62;10;229853
2024;ICD10-F11;    Psychische und Verhaltensstörungen durch Opioide;1;1;0;4;110;405;1841;1727;1641;2670;3214;2572;1777;1165;590;237;99;49;33;17;7;1;18161;0;0;0;14;117;219;515;443;462;733;784;584;443;350;197;100;94;59;57;64;15;3;5253;1;1;0;18;227;624;2356;2170;2103;3403;3998;3156;2220;1515;787;337;193;108;90;81;22;4;23414
2024;ICD10-F12;    Psychische und Verhaltensstörungen durch Cannabino;0;5;3;175;1255;1440;3793;3078;2315;1745;1113;598;308;193;88;43;17;8;5;0;2;0;16184;0;4;3;199;727;521;1031;779;600;447;337;179;104;87;50;10;4;6;3;3;1;0;5095;0;9;6;374;1982;1961;4824;3857;2915;2192;1450;777;412;280;138;53;21;14;8;3;3;0;21279
2024;ICD10-F13;    Psych. u. Verhaltensstör. d.Sedativa o.Hypnotika;0;2;4;11;160;317;958;741;593;679;640;557;455;397;301;177;119;73;59;38;8;1;6290;0;3;0;37;149;211;445;306;282;303;302;335;313;388;376;274;220;155;169;88;21;3;4380;0;5;4;48;309;528;1403;1047;875;982;942;892;768;785;677;451;339;228;228;126;29;4;10670
2024;ICD10-F14;    Psychische und Verhaltensstörungen durch Kokain;0;0;0;1;47;170;634;993;988;1096;963;647;396;154;66;22;7;1;1;0;0;0;6186;0;0;0;9;63;77;198;215;184;227;175;132;87;52;25;3;2;0;1;0;0;0;1450;0;0;0;10;110;247;832;1208;1172;1323;1138;779;483;206;91;25;9;1;2;0;0;0;7636
2024;ICD10-F15;    Psych. u. Verhaltensstörungen d. and. Stimulanzen;6;0;6;41;257;290;1040;1239;1549;1699;1241;492;227;94;32;7;1;1;0;1;1;1;8225;2;1;1;155;321;215;496;412;439;524;364;123;55;28;10;3;3;1;1;2;0;0;3156;8;1;7;196;578;505;1536;1651;1988;2223;1605;615;282;122;42;10;4;2;1;3;1;1;11381
2024;ICD10-F16;    Psychische u. Verhaltensstörungen d. Halluzinogene;0;0;0;7;33;36;93;99;55;46;17;4;2;6;1;0;0;1;0;0;0;0;400;0;0;0;10;26;21;38;26;22;23;5;3;2;2;0;1;1;0;0;0;1;0;181;0;0;0;17;59;57;131;125;77;69;22;7;4;8;1;1;1;1;0;0;1;0;581
2024;ICD10-F17;    Psychische und Verhaltensstörungen durch Tabak;0;0;0;10;19;3;8;3;5;4;5;3;11;10;3;8;2;1;1;0;0;0;96;1;0;0;7;12;3;6;4;3;5;2;4;2;8;7;4;4;1;0;0;0;0;73;1;0;0;17;31;6;14;7;8;9;7;7;13;18;10;12;6;2;1;0;0;0;169
2024;ICD10-F18;    Psych. u. Verhaltensstör.d.flüchtige Lösungsmittel;0;0;0;1;6;1;9;7;11;22;10;7;3;4;4;0;0;0;0;0;0;0;85;0;0;1;3;7;6;12;9;4;7;4;1;0;1;0;0;0;0;0;0;0;0;55;0;0;1;4;13;7;21;16;15;29;14;8;3;5;4;0;0;0;0;0;0;0;140
2024;ICD10-F19;    Psych. u.Verhaltensstör.d. multiplen Substanzgebr.;2;1;0;95;761;1013;3327;3189;3084;3575;2853;1810;955;680;288;133;27;23;14;10;5;1;21846;1;1;0;207;722;591;1135;843;821;929;766;481;315;250;133;75;57;32;24;20;10;2;7415;3;2;0;302;1483;1604;4462;4032;3905;4504;3619;2291;1270;930;421;208;84;55;38;30;15;3;29261
2024;ICD10-F20-F29;  Schizophrenie, schizotype und wahnhafte Störungen;0;1;7;107;602;1101;5507;8981;9201;9065;8541;6111;5159;5406;4169;2430;1197;470;300;123;24;6;68508;0;0;2;188;477;607;2202;3450;4203;5015;5212;4611;5313;6377;5650;3953;2748;1302;1101;547;121;30;53109;0;1;9;295;1079;1708;7709;12431;13404;14080;13753;10722;10472;11783;9819;6383;3945;1772;1401;670;145;36;121617
2024;ICD10-F20;    Schizophrenie;0;0;3;39;300;669;4026;7161;7254;7194;6811;4657;3666;3683;2732;1509;720;239;133;48;4;0;50848;0;0;0;80;224;300;1357;2177;2582;3104;3165;2683;2968;3399;2937;2060;1329;585;447;193;36;5;29631;0;0;3;119;524;969;5383;9338;9836;10298;9976;7340;6634;7082;5669;3569;2049;824;580;241;40;5;80479
2024;ICD10-F21;    Schizotype Störung;0;0;0;5;10;12;47;43;28;21;17;12;14;24;9;0;3;1;0;1;0;0;247;0;0;0;17;23;10;25;11;18;11;3;14;3;6;8;6;7;0;1;2;0;0;165;0;0;0;22;33;22;72;54;46;32;20;26;17;30;17;6;10;1;1;3;0;0;412
2024;ICD10-F22;    Anhaltende wahnhafte Störungen;0;0;0;5;14;23;84;143;120;163;138;152;119;145;142;135;102;62;74;49;11;5;1686;0;0;0;6;3;11;31;64;79;110;125;140;176;228;258;263;262;194;255;196;48;18;2467;0;0;0;11;17;34;115;207;199;273;263;292;295;373;400;398;364;256;329;245;59;23;4153
2024;ICD10-F23;    Akute vorübergehende psychotische Störungen;0;1;1;46;216;334;900;907;875;651;477;348;243;223;169;95;60;38;31;17;5;1;5638;0;0;1;45;139;175;428;568;610;629;496;375;378;326;253;167;111;89;80;52;22;6;4950;0;1;2;91;355;509;1328;1475;1485;1280;973;723;621;549;422;262;171;127;111;69;27;7;10588
2024;ICD10-F24;    Induzierte wahnhafte Störung;0;0;1;0;0;0;2;2;1;1;1;1;0;1;0;0;0;2;0;0;0;0;12;0;0;0;1;0;2;0;1;0;0;1;3;1;0;2;0;2;1;3;0;0;0;17;0;0;1;1;0;2;2;3;1;1;2;4;1;1;2;0;2;3;3;0;0;0;29
2024;ICD10-F25;    Schizoaffektive Störungen;0;0;0;2;44;50;411;686;879;1004;1072;921;1100;1312;1104;680;299;121;57;7;3;0;9752;0;0;0;29;72;99;329;609;893;1147;1399;1387;1773;2400;2174;1436;1011;421;296;88;12;0;15575;0;0;0;31;116;149;740;1295;1772;2151;2471;2308;2873;3712;3278;2116;1310;542;353;95;15;0;25327
2024;ICD10-F28;    Sonstige nichtorganische psychotische Störungen;0;0;1;2;2;3;16;13;9;9;8;6;1;6;2;4;4;4;1;0;1;0;92;0;0;0;1;3;2;14;9;6;2;4;3;6;8;4;3;11;6;7;3;1;1;94;0;0;1;3;5;5;30;22;15;11;12;9;7;14;6;7;15;10;8;3;2;1;186
2024;ICD10-F29;    Nicht näher bezeichnete nichtorganische Psychose;0;0;1;8;16;10;21;26;35;22;17;14;16;12;11;7;9;3;4;1;0;0;233;0;0;1;9;13;8;18;11;15;12;19;6;8;10;14;18;15;6;12;13;2;0;210;0;0;2;17;29;18;39;37;50;34;36;20;24;22;25;25;24;9;16;14;2;0;443
2024;ICD10-F30-F39;  Affektive Störungen;2;1;91;1340;3478;3389;9658;9409;8704;8588;8121;8033;9575;12989;10950;6205;4629;2967;2596;1464;250;38;112477;0;3;43;8144;11537;6540;13892;11577;10133;9955;10211;10636;13589;17733;14857;9433;8009;6033;6276;3270;642;94;172607;2;4;134;9484;15015;9929;23550;20986;18837;18543;18332;18669;23164;30722;25807;15638;12638;9000;8872;4734;892;132;285084
2024;ICD10-F30;    Manische Episode;0;0;0;3;13;9;28;29;34;28;30;30;32;35;34;26;8;4;5;2;1;0;351;0;0;0;6;10;9;15;30;31;30;31;23;17;35;17;22;14;9;14;3;0;0;316;0;0;0;9;23;18;43;59;65;58;61;53;49;70;51;48;22;13;19;5;1;0;667
2024;ICD10-F31;    Bipolare affektive Störung;0;0;2;9;39;93;391;592;756;756;749;807;901;1303;1306;932;603;341;181;65;4;0;9830;0;0;0;15;116;135;486;627;751;899;965;962;1043;1547;1651;1194;975;636;443;157;15;0;12617;0;0;2;24;155;228;877;1219;1507;1655;1714;1769;1944;2850;2957;2126;1578;977;624;222;19;0;22447
2024;ICD10-F32;    Depressive Episode;0;0;78;1270;3164;1819;4154;3390;2921;2860;2591;2344;2671;3476;2988;1698;1393;1053;1122;718;152;26;39888;0;0;38;7824;10278;2847;4445;3180;2747;2547;2383;2349;2977;3675;3023;2017;1949;1778;2140;1286;337;54;57874;0;0;116;9094;13442;4666;8599;6570;5668;5407;4974;4693;5648;7151;6011;3715;3342;2831;3262;2004;489;80;97762
2024;ICD10-F33;    Rezidivierende depressive Störung;0;0;2;53;254;1464;5068;5374;4979;4931;4743;4842;5957;8162;6616;3543;2624;1568;1280;677;92;12;62241;0;0;0;286;1113;3540;8927;7730;6590;6472;6822;7296;9544;12460;10147;6194;5064;3606;3675;1822;290;40;101618;0;0;2;339;1367;5004;13995;13104;11569;11403;11565;12138;15501;20622;16763;9737;7688;5174;4955;2499;382;52;163859
2024;ICD10-F34;    Anhaltende affektive Störungen;0;0;7;5;6;4;16;23;12;11;4;8;10;12;5;4;1;1;5;1;1;0;136;0;1;4;11;15;7;16;7;12;5;9;5;5;10;16;5;6;4;2;1;0;0;141;0;1;11;16;21;11;32;30;24;16;13;13;15;22;21;9;7;5;7;2;1;0;277
2024;ICD10-F38;    Andere affektive Störungen;2;1;1;0;2;0;1;0;1;1;2;1;0;1;1;1;0;0;2;1;0;0;18;0;2;0;1;3;1;1;2;0;2;1;1;2;4;3;0;0;0;0;1;0;0;24;2;3;1;1;5;1;2;2;1;3;3;2;2;5;4;1;0;0;2;2;0;0;42
2024;ICD10-F39;    Nicht näher bezeichnete affektive Störung;0;0;1;0;0;0;0;1;1;1;2;1;4;0;0;1;0;0;1;0;0;0;13;0;0;1;1;2;1;2;1;2;0;0;0;1;2;0;1;1;0;2;0;0;0;17;0;0;2;1;2;1;2;2;3;1;2;1;5;2;0;2;1;0;3;0;0;0;30
2024;ICD10-F40-F48;  Neurotische, Belastungs- und somatoforme Störungen;46;147;644;2103;2476;2017;4637;4368;3810;3988;3563;3097;3343;4275;3431;1918;1554;1039;1003;608;160;36;48263;31;116;554;5297;6741;3839;7683;6035;5376;5173;5476;5298;6406;8098;6711;3935;3284;2546;2645;1630;361;72;87307;77;263;1198;7400;9217;5856;12320;10403;9186;9161;9039;8395;9749;12373;10142;5853;4838;3585;3648;2238;521;108;135570
2024;ICD10-F40;    Phobische Störungen;0;0;6;187;275;119;222;186;128;117;102;75;79;73;61;27;23;6;14;2;1;0;1703;0;1;16;534;652;234;404;225;153;154;131;133;126;160;147;98;82;45;45;28;3;0;3371;0;1;22;721;927;353;626;411;281;271;233;208;205;233;208;125;105;51;59;30;4;0;5074
2024;ICD10-F41;    Andere Angststörungen;0;1;21;188;261;178;502;515;484;494;423;372;378;496;399;290;260;167;155;87;17;1;5689;0;2;39;506;738;303;732;664;668;672;663;621;652;765;872;730;632;543;624;396;107;18;10947;0;3;60;694;999;481;1234;1179;1152;1166;1086;993;1030;1261;1271;1020;892;710;779;483;124;19;16636
2024;ICD10-F42;    Zwangsstörung;0;0;32;229;233;128;375;319;242;189;176;113;100;107;75;34;13;10;3;2;1;0;2381;0;1;44;268;258;162;441;356;276;226;165;117;106;109;81;48;17;6;4;3;2;1;2691;0;1;76;497;491;290;816;675;518;415;341;230;206;216;156;82;30;16;7;5;3;1;5072
2024;ICD10-F43;    Reaktionen auf schwere Belast. u. Anpassungssstör.;42;138;482;952;1237;1334;2898;2554;2146;2220;1867;1498;1408;1476;1069;590;435;345;373;292;109;29;23494;30;103;313;2684;3229;2275;4084;3278;2720;2434;2429;2051;2031;2165;1432;650;491;431;548;415;134;38;33965;72;241;795;3636;4466;3609;6982;5832;4866;4654;4296;3549;3439;3641;2501;1240;926;776;921;707;243;67;57459
2024;ICD10-F44;    Dissoziative Störungen (Konversionsstörungen);1;0;17;125;152;137;280;288;224;243;184;165;151;229;160;82;50;21;22;10;2;1;2544;0;2;34;438;805;588;1368;803;703;615;567;416;418;405;245;128;106;42;53;40;9;0;7785;1;2;51;563;957;725;1648;1091;927;858;751;581;569;634;405;210;156;63;75;50;11;1;10329
2024;ICD10-F45;    Somatoforme Störungen;3;8;81;397;300;110;343;487;560;706;805;858;1211;1872;1647;888;762;483;425;210;28;5;12189;1;7;106;835;1022;267;624;686;828;1032;1484;1919;3036;4451;3904;2260;1940;1465;1360;734;102;14;28077;4;15;187;1232;1322;377;967;1173;1388;1738;2289;2777;4247;6323;5551;3148;2702;1948;1785;944;130;19;40266
2024;ICD10-F48;    Andere neurotische Störungen;0;0;5;25;18;11;17;19;26;19;6;16;16;22;20;7;11;7;11;5;2;0;263;0;0;2;32;37;10;30;23;28;40;37;41;37;43;30;21;16;14;11;14;4;1;471;0;0;7;57;55;21;47;42;54;59;43;57;53;65;50;28;27;21;22;19;6;1;734
2024;ICD10-F50-F59;  Verhaltensauffälligk. m. körperl. Stör. u.Faktoren;10;70;127;235;194;71;130;145;130;117;101;90;90;128;86;51;37;18;21;6;4;1;1862;1;70;165;2667;3431;1031;1697;1031;686;486;346;318;280;334;205;110;73;43;30;17;4;2;13027;11;140;292;2902;3625;1102;1827;1176;816;603;447;408;370;462;291;161;110;61;51;23;8;3;14889
2024;ICD10-F50;    Essstörungen;0;5;45;183;155;49;81;76;54;44;40;30;36;35;23;10;4;2;5;0;1;0;878;0;10;106;2602;3358;996;1557;884;477;371;264;230;183;207;128;64;30;13;11;7;2;0;11500;0;15;151;2785;3513;1045;1638;960;531;415;304;260;219;242;151;74;34;15;16;7;3;0;12378
2024;ICD10-F51;    Nichtorganische Schlafstörungen;10;60;80;38;22;14;30;59;63;56;43;49;41;63;45;26;22;11;10;3;3;1;749;1;56;58;35;19;19;81;67;83;53;46;71;85;109;69;38;37;23;15;7;1;2;975;11;116;138;73;41;33;111;126;146;109;89;120;126;172;114;64;59;34;25;10;4;3;1724
2024;ICD10-F52;    Sexuelle Funktionsstörung, nichtorganisch;0;0;0;0;0;0;2;1;2;2;5;6;2;13;14;13;8;2;2;1;0;0;73;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;0;0;0;0;0;3;1;3;2;5;6;2;13;14;14;8;3;2;1;0;0;77
2024;ICD10-F53;    Psych.o.Verhaltensstörungen im Wochenbett,ao.n.kl.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;33;70;111;54;25;1;0;0;0;0;0;0;0;0;0;0;299;0;0;0;0;1;4;33;70;111;54;25;1;0;0;0;0;0;0;0;0;0;0;299
2024;ICD10-F54;    Psych.Faktoren o.Verhaltensfaktoren b.ao.klass.Kh.;0;0;1;11;4;0;2;2;1;0;1;1;0;9;1;1;3;2;1;1;0;0;41;0;0;1;11;11;0;1;3;0;0;5;6;2;3;1;2;2;2;0;0;0;0;50;0;0;2;22;15;0;3;5;1;0;6;7;2;12;2;3;5;4;1;1;0;0;91
2024;ICD10-F55;    Schädl. Gebrauch nichtabhängigkeitserz. Substanzen;0;5;1;3;13;7;15;7;10;14;11;4;11;7;3;1;0;1;1;1;0;0;115;0;2;0;19;42;12;24;7;12;8;6;9;9;15;6;4;4;4;4;2;1;0;190;0;7;1;22;55;19;39;14;22;22;17;13;20;22;9;5;4;5;5;3;1;0;305
2024;ICD10-F59;    N.n.bez.Verhaltensauffälligk.b.körp.Stör.,Faktoren;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;2;0;0;0;6;0;2;0;0;0;0;0;0;2;0;0;1;1;0;1;1;0;0;0;1;0;0;9;0;2;0;0;0;1;0;0;2;1;1;1;1;1;1;1;0;0;2;1;0;0;15
2024;ICD10-F60-F69;  Persönlichkeits- und Verhaltensstörungen;1;2;20;68;222;934;3169;2610;1763;1247;850;542;467;367;248;111;55;26;15;12;2;1;12732;0;4;10;287;1481;4219;9737;5803;3728;2673;1926;1220;901;665;323;146;57;40;23;12;5;1;33261;1;6;30;355;1703;5153;12906;8413;5492;3920;2776;1762;1368;1032;571;257;112;66;38;24;7;2;45994
2024;ICD10-F60;    Spezifische Persönlichkeitsstörungen;0;0;2;16;81;471;1578;1258;873;687;440;274;229;173;112;58;23;13;6;10;1;1;6306;0;0;2;226;1303;3856;8550;4799;3042;2205;1571;902;662;436;191;81;24;19;8;7;3;1;27888;0;0;4;242;1384;4327;10128;6057;3916;2892;2011;1176;891;609;303;139;47;32;14;17;4;2;34195
2024;ICD10-F61;    Kombinierte und andere Persönlichkeitsstörungen;0;0;0;1;8;92;278;283;231;189;165;118;133;107;81;30;18;7;5;0;0;0;1746;0;0;0;2;53;145;437;322;284;199;153;177;114;101;62;34;18;17;6;3;1;0;2128;0;0;0;3;61;237;715;605;515;388;318;295;247;208;143;64;36;24;11;3;1;0;3874
2024;ICD10-F62;    Andauernde Persönlichkeitsänderungen;0;0;0;0;1;0;10;12;10;7;14;8;14;12;5;1;3;0;0;0;0;0;97;0;0;0;0;1;11;23;35;24;17;19;32;22;17;5;5;3;0;3;1;0;0;218;0;0;0;0;2;11;33;47;34;24;33;40;36;29;10;6;6;0;3;1;0;0;315
2024;ICD10-F63;    Abnorme Gewohnheiten u. Störungen der Impulskontr.;0;1;13;42;47;62;120;107;64;72;41;31;15;19;18;16;6;1;1;0;0;0;676;0;3;4;47;61;21;33;29;29;27;18;9;11;7;12;3;2;1;1;0;0;0;318;0;4;17;89;108;83;153;136;93;99;59;40;26;26;30;19;8;2;2;0;0;0;994
2024;ICD10-F64;    Störungen der Geschlechtsidentität;0;0;0;1;67;300;1158;944;581;281;182;107;72;47;22;2;4;1;2;0;0;0;3771;0;0;0;5;58;170;646;600;319;222;157;98;90;89;52;18;7;0;1;0;0;0;2532;0;0;0;6;125;470;1804;1544;900;503;339;205;162;136;74;20;11;1;3;0;0;0;6303
2024;ICD10-F65;    Störungen der Sexualpräferenz;0;0;0;1;1;2;2;2;3;1;3;2;0;2;1;1;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;3;1;3;2;0;2;1;1;0;0;0;0;0;0;21
2024;ICD10-F66;    Psych.u.Verhaltensstör.i.Verb.m.sexuell.Entwickl.;0;0;0;4;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;5;14;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;22
2024;ICD10-F68;    Andere Persönlichkeits- und Verhaltensstörungen;1;0;2;1;3;5;20;3;1;8;3;0;4;5;5;3;1;1;0;1;0;0;67;0;0;2;4;4;15;45;16;25;2;6;2;1;13;0;2;2;0;1;0;0;0;140;1;0;4;5;7;20;65;19;26;10;9;2;5;18;5;5;3;1;1;1;0;0;207
2024;ICD10-F69;    N.n.bez. Persönlichkeits- und Verhaltensstörungen;0;1;3;2;1;2;3;1;0;2;1;2;0;2;4;0;0;3;1;1;1;0;30;0;1;2;2;0;1;2;2;4;1;2;0;1;2;1;3;1;3;3;1;1;0;33;0;2;5;4;1;3;5;3;4;3;3;2;1;4;5;3;1;6;4;2;2;0;63
2024;ICD10-F70-F79;  Intelligenzstörung;0;15;151;163;185;287;601;467;428;389;331;224;250;284;229;105;41;11;2;0;0;0;4163;0;2;49;94;82;132;389;342;268;246;231;173;192;194;145;84;35;13;8;3;0;0;2682;0;17;200;257;267;419;990;809;696;635;562;397;442;478;374;189;76;24;10;3;0;0;6845
2024;ICD10-F70;    Leichte Intelligenzminderung;0;12;90;104;122;127;328;189;197;162;116;87;95;89;84;38;17;1;0;0;0;0;1858;0;1;30;58;55;80;234;153;119;122;101;69;86;74;46;25;14;4;4;2;0;0;1277;0;13;120;162;177;207;562;342;316;284;217;156;181;163;130;63;31;5;4;2;0;0;3135
2024;ICD10-F71;    Mittelgradige Intelligenzminderung;0;0;26;33;31;84;137;177;142;141;124;93;104;105;75;34;15;4;0;0;0;0;1325;0;1;10;15;17;26;90;117;91;89;80;60;59;72;57;32;12;8;3;0;0;0;839;0;1;36;48;48;110;227;294;233;230;204;153;163;177;132;66;27;12;3;0;0;0;2164
2024;ICD10-F72;    Schwere Intelligenzminderung;0;0;10;11;14;21;60;42;33;38;51;18;26;48;34;11;4;1;0;0;0;0;422;0;0;4;5;1;10;15;21;12;20;14;18;20;15;17;13;5;0;0;0;0;0;190;0;0;14;16;15;31;75;63;45;58;65;36;46;63;51;24;9;1;0;0;0;0;612
2024;ICD10-F73;    Schwerste Intelligenzminderung;0;0;5;1;0;2;9;3;3;2;4;3;1;7;2;7;2;0;0;0;0;0;51;0;0;0;2;0;1;1;1;1;1;3;2;6;2;4;2;0;0;0;0;0;0;26;0;0;5;3;0;3;10;4;4;3;7;5;7;9;6;9;2;0;0;0;0;0;77
2024;ICD10-F74;    Dissoziierte Intelligenz;0;0;7;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;6;3;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14;0;0;8;6;4;2;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;24
2024;ICD10-F78;    Andere Intelligenzminderung;0;2;4;2;0;4;8;5;5;11;4;3;0;5;8;1;0;0;0;0;0;0;62;0;0;0;0;0;1;9;3;6;1;1;0;1;12;3;0;1;0;1;0;0;0;39;0;2;4;2;0;5;17;8;11;12;5;3;1;17;11;1;1;0;1;0;0;0;101
2024;ICD10-F79;    Nicht näher bezeichnete Intelligenzminderung;0;1;9;12;17;48;59;51;48;35;31;20;24;30;26;14;3;5;2;0;0;0;435;0;0;4;8;6;13;38;47;39;13;32;24;19;19;18;12;3;1;0;1;0;0;297;0;1;13;20;23;61;97;98;87;48;63;44;43;49;44;26;6;6;2;1;0;0;732
2024;ICD10-F80-F89;  Entwicklungsstörungen;54;2067;2169;712;330;175;353;181;112;74;48;47;21;26;17;7;1;2;0;1;0;0;6397;49;955;887;330;216;74;132;69;37;26;14;10;13;8;1;2;1;0;0;0;1;1;2826;103;3022;3056;1042;546;249;485;250;149;100;62;57;34;34;18;9;2;2;0;1;1;1;9223
